 ,Area,Mean,X,Y,Circ.,AR,Round,Solidity
2303,0.047,199.923,237.203,53.561,0.898,1.668,0.600,0.778
2304,0.168,189.009,228.962,55.471,0.873,1.642,0.609,0.820
2305,0.162,169.396,232.682,56.830,1.000,1.222,0.818,0.906
2306,0.330,147.619,220.451,57.240,0.943,1.403,0.713,0.907
2307,0.027,246.036,238.931,58.502,1.000,1.000,1.000,1.000
2308,0.013,232.154,246.111,58.502,1.000,2.000,0.500,1.000
2309,0.088,258.333,220.543,59.067,1.000,1.159,0.863,0.897
2310,0.148,163.046,230.458,59.345,1.000,1.249,0.800,0.957
2311,0.094,234.464,243.198,59.774,0.993,1.127,0.887,0.824
2312,0.034,200.641,222.103,60.036,1.000,1.553,0.644,0.909
2313,0.094,184.588,216.942,61.415,0.993,1.127,0.887,0.824
2314,0.034,206.027,215.145,61.595,1.000,1.553,0.644,0.909
2315,0.007,174.395,219.198,61.497,1.000,1.000,1.000,1.000
2316,0.034,178.645,226.534,61.809,1.000,1.553,0.644,0.909
2317,0.081,242.531,241.188,62.030,1.000,1.333,0.750,1.000
2318,0.074,202.571,232.050,62.444,1.000,1.139,0.878,0.815
2319,0.074,176.635,222.055,62.907,0.976,1.035,0.966,0.846
2320,0.020,203.027,234.159,63.247,1.000,1.464,0.683,0.857
2321,0.034,205.918,234.640,63.515,1.000,1.553,0.644,0.909
2322,0.088,194.522,218.984,64.489,1.000,1.450,0.690,0.897
2323,0.141,178.290,224.215,65.205,1.000,1.062,0.942,0.913
2324,0.209,229.805,236.342,66.261,0.960,1.329,0.753,0.899
2325,0.088,206.923,227.782,66.306,1.000,1.159,0.863,0.897
2326,0.067,201.848,236.979,66.313,0.982,1.241,0.806,0.800
2327,0.074,168.052,240.569,66.532,1.000,1.139,0.878,0.815
2328,0.168,231.265,245.051,66.646,0.896,1.716,0.583,0.862
2329,0.074,200.668,232.938,66.681,0.976,1.450,0.689,0.846
2330,0.141,193.360,226.731,66.959,1.000,1.221,0.819,0.857
2331,0.491,143.268,80.475,67.271,0.921,1.358,0.736,0.924
2332,0.020,274.370,236.730,67.186,1.000,1.464,0.683,0.857
2333,0.229,190.823,230.881,67.998,0.919,1.360,0.736,0.861
2334,0.047,191.342,224.285,68.249,1.000,1.069,0.936,0.875
2335,0.222,162.360,216.307,69.277,1.000,1.343,0.744,0.904
2336,0.202,131.518,94.922,69.680,1.000,1.241,0.806,0.923
2337,0.168,215.809,238.772,69.942,0.981,1.447,0.691,0.926
2338,0.074,467.305,241.218,70.351,1.000,1.372,0.729,0.957
2339,0.027,370.548,225.639,70.892,1.000,1.000,1.000,1.000
2340,0.020,163.698,219.827,71.152,1.000,1.464,0.683,0.857
2341,0.135,119.986,32.574,71.491,0.965,1.027,0.974,0.833
2342,0.357,144.887,82.719,72.094,0.877,1.361,0.735,0.876
2343,0.061,191.611,232.983,72.328,1.000,1.000,1.000,1.000
2344,0.027,208.985,228.511,72.615,1.000,1.000,1.000,1.000
2345,0.148,156.140,209.830,72.839,0.988,1.276,0.784,0.863
2346,0.128,176.257,236.990,73.066,1.000,1.391,0.719,0.884
2347,0.007,206.112,235.034,73.805,1.000,1.000,1.000,1.000
2348,0.054,226.948,243.065,74.225,1.000,1.229,0.814,0.941
2349,0.195,188.798,225.021,74.430,0.977,1.360,0.735,0.921
2350,0.054,235.382,229.855,75.538,1.000,1.229,0.814,0.941
2351,0.047,208.065,233.557,75.774,1.000,1.596,0.626,0.875
2352,0.108,161.761,103.589,76.092,1.000,1.452,0.689,0.821
2353,0.027,141.696,16.984,76.143,1.000,1.000,1.000,1.000
2354,0.074,206.724,230.633,77.780,1.000,1.139,0.878,0.815
2355,0.141,167.081,219.444,77.989,1.000,1.000,1.000,0.913
2356,0.027,453.073,237.249,77.866,1.000,2.031,0.492,0.800
2357,0.081,128.074,20.513,78.276,1.000,1.000,1.000,0.857
2358,0.175,177.329,87.942,78.557,0.932,1.333,0.750,0.881
2359,0.007,198.825,238.972,78.974,1.000,1.000,1.000,1.000
2360,0.155,209.357,231.870,79.306,0.964,1.671,0.598,0.885
2361,0.040,268.565,240.791,79.234,1.000,1.291,0.775,0.800
2362,0.148,244.175,244.351,79.686,0.922,1.520,0.658,0.863
2363,0.094,228.156,225.516,79.888,0.993,1.460,0.685,0.848
2364,0.121,197.817,227.216,80.296,1.000,1.130,0.885,0.857
2365,0.020,197.544,233.092,80.478,1.000,1.464,0.683,0.857
2366,0.148,239.164,223.972,80.626,0.863,1.874,0.534,0.898
2367,0.054,71.019,136.235,80.933,1.000,1.229,0.814,0.941
2368,0.007,186.935,219.609,80.943,1.000,1.000,1.000,1.000
2369,0.067,197.862,229.266,81.082,0.982,1.241,0.806,0.800
2370,0.350,64.001,146.063,81.328,0.982,1.121,0.892,0.881
2371,0.094,215.491,240.326,81.435,0.993,1.928,0.519,0.875
2372,0.289,208.075,226.146,81.746,0.884,1.341,0.746,0.896
2373,0.081,167.046,235.937,81.640,1.000,1.333,0.750,1.000
2374,0.067,77.581,130.928,82.092,1.000,1.236,0.809,0.909
2375,0.027,170.292,215.137,82.051,1.000,1.000,1.000,1.000
2376,0.047,189.088,66.608,82.947,0.800,1.668,0.600,0.778
2377,0.202,182.324,232.668,83.147,0.952,1.382,0.724,0.923
2378,0.209,189.494,235.630,83.338,0.960,1.478,0.677,0.886
2379,0.027,153.437,214.644,84.061,0.857,2.031,0.492,0.800
2380,0.081,162.528,220.682,84.198,1.000,1.218,0.821,0.889
2381,0.229,217.701,228.948,84.293,0.919,1.691,0.591,0.883
2382,0.269,203.224,237.387,85.072,0.973,1.293,0.773,0.920
2383,0.215,424.178,230.739,85.081,0.991,1.122,0.892,0.889
2384,0.202,203.999,241.070,85.264,1.000,1.107,0.903,0.909
2385,0.135,217.510,233.799,85.300,1.000,1.083,0.923,0.889
2386,0.067,159.888,219.953,85.316,1.000,1.559,0.641,0.909
2387,0.242,213.996,226.129,85.693,0.903,1.447,0.691,0.847
2388,0.094,236.505,232.602,85.889,1.000,1.239,0.807,0.933
2389,0.101,172.306,219.198,86.052,0.869,1.299,0.770,0.769
2390,0.054,243.103,243.085,86.102,1.000,1.229,0.814,0.941
2391,0.249,205.570,236.134,86.596,0.928,1.425,0.702,0.860
2392,0.061,184.646,215.916,86.522,1.000,1.000,1.000,1.000
2393,0.189,241.046,240.719,86.599,1.000,1.292,0.774,0.903
2394,0.040,378.499,232.559,86.618,1.000,1.291,0.775,0.800
2395,0.094,243.952,246.046,86.751,0.838,1.851,0.540,0.903
2396,0.034,158.725,192.286,87.015,0.873,1.000,1.000,0.714
2397,0.094,215.608,235.222,87.185,0.993,1.437,0.696,0.824
2398,0.141,239.073,217.151,87.269,0.943,1.158,0.864,0.840
2399,0.081,211.084,228.449,87.322,0.851,1.634,0.612,0.800
2400,0.027,258.613,229.249,87.302,1.000,1.000,1.000,1.000
2401,0.034,173.615,213.881,88.278,1.000,1.553,0.644,0.909
2402,0.094,162.395,212.247,88.451,1.000,1.020,0.981,0.933
2403,0.074,183.556,208.166,89.282,1.000,1.139,0.878,0.815
2404,0.236,259.774,229.190,89.462,0.947,1.455,0.687,0.875
2405,0.108,177.067,107.076,90.215,1.000,1.209,0.827,0.889
2406,0.155,192.189,226.187,90.425,1.000,1.149,0.871,0.885
2407,0.289,364.554,238.406,90.428,0.927,1.580,0.633,0.905
2408,0.061,265.954,245.199,90.397,0.923,1.539,0.650,0.900
2409,0.229,229.992,235.427,90.864,0.972,1.329,0.753,0.872
2410,0.128,199.152,217.112,90.966,0.944,1.547,0.646,0.905
2411,0.155,211.835,241.263,91.239,0.964,1.702,0.588,0.902
2412,0.034,160.348,89.525,91.380,1.000,1.553,0.644,0.909
2413,0.081,189.986,222.282,91.507,1.000,1.281,0.780,0.857
2414,0.074,172.952,7.276,91.706,0.976,1.035,0.966,0.846
2415,0.182,213.759,225.130,91.844,1.000,1.156,0.865,0.871
2416,0.182,181.651,227.552,91.950,1.000,1.490,0.671,0.900
2417,0.108,136.864,209.009,91.994,1.000,1.292,0.774,0.889
2418,0.168,187.821,234.417,92.341,0.919,1.527,0.655,0.909
2419,0.081,248.461,243.649,92.635,0.851,1.782,0.561,0.750
2420,0.054,143.384,210.409,92.686,1.000,1.229,0.814,0.941
2421,0.094,174.497,91.879,92.881,1.000,1.020,0.981,0.933
2422,0.114,208.336,232.162,93.086,1.000,1.385,0.722,0.850
2423,0.020,170.114,211.950,93.059,1.000,1.464,0.683,0.857
2424,0.020,165.878,12.048,93.305,1.000,1.464,0.683,0.857
2425,0.269,243.220,240.739,93.464,0.973,1.451,0.689,0.920
2426,0.054,282.602,226.173,93.456,0.914,1.195,0.837,0.800
2427,0.047,231.187,242.524,93.415,1.000,1.069,0.936,0.875
2428,0.350,169.518,12.792,94.096,0.982,1.115,0.897,0.881
2429,0.148,173.183,47.444,93.922,1.000,1.149,0.870,0.863
2430,0.283,509.291,244.456,94.177,0.932,1.030,0.971,0.857
2431,0.101,215.025,231.626,94.372,0.976,1.392,0.718,0.882
2432,0.310,458.756,240.180,94.883,0.830,1.939,0.516,0.868
2433,0.128,215.229,228.448,94.831,0.944,1.113,0.898,0.864
2434,0.040,171.010,80.902,94.810,1.000,1.500,0.667,1.000
2435,0.202,255.524,241.880,95.110,0.929,1.121,0.892,0.896
2436,0.074,189.116,47.563,95.123,0.976,1.035,0.966,0.846
2437,0.141,213.224,98.916,95.255,0.880,1.839,0.544,0.840
2438,0.013,187.132,225.680,95.425,1.000,2.000,0.500,1.000
2439,0.229,202.848,221.887,95.714,0.941,1.359,0.736,0.907
2440,0.020,328.610,238.480,95.466,0.967,3.000,0.333,1.000
2441,0.020,150.785,197.974,95.575,1.000,1.464,0.683,0.857
2442,0.209,174.008,41.699,96.771,0.960,1.091,0.917,0.873
2443,0.007,224.753,242.172,96.533,1.000,1.000,1.000,1.000
2444,0.862,185.249,221.734,97.082,0.820,1.229,0.814,0.889
2445,0.034,214.395,232.983,96.697,0.873,1.000,1.000,0.714
2446,0.155,215.267,220.672,97.075,1.000,1.311,0.763,0.885
2447,0.054,171.769,199.352,97.097,1.000,1.229,0.814,0.941
2448,0.034,268.448,238.513,98.026,1.000,1.553,0.644,0.909
2449,0.189,232.706,231.137,98.379,1.000,1.263,0.792,0.903
2450,0.202,100.079,119.088,98.499,1.000,1.328,0.753,0.923
2451,0.343,162.997,34.654,98.714,0.963,1.179,0.848,0.872
2452,0.222,246.373,241.041,98.731,0.965,1.226,0.816,0.892
2453,0.067,188.801,220.035,98.666,1.000,1.236,0.809,0.909
2454,0.020,166.511,191.082,98.857,1.000,1.464,0.683,0.857
2455,0.074,154.255,211.120,98.979,0.976,1.450,0.689,0.846
2456,0.108,173.799,225.593,99.184,1.000,1.392,0.718,0.889
2457,0.013,182.248,235.485,99.322,1.000,2.000,0.500,1.000
2458,0.020,207.756,214.959,99.678,1.000,1.464,0.683,0.857
2459,0.074,185.384,193.628,99.904,1.000,1.372,0.729,0.957
2460,0.182,114.709,173.542,100.362,0.967,1.202,0.832,0.871
2461,0.101,159.538,222.841,100.356,1.000,1.137,0.880,0.968
2462,0.155,111.411,27.043,100.503,1.000,1.473,0.679,0.902
2463,0.357,436.596,236.246,100.609,0.957,1.154,0.866,0.891
2464,0.034,94.499,140.167,100.668,1.000,1.553,0.644,0.909
2465,0.330,296.812,223.338,100.875,0.846,1.548,0.646,0.867
2466,0.054,134.816,204.039,100.799,0.820,1.600,0.625,0.800
2467,0.013,256.409,227.937,100.717,1.000,2.000,0.500,1.000
2468,0.047,213.027,240.696,100.823,1.000,1.069,0.936,0.875
2469,0.013,144.099,198.604,101.004,1.000,2.000,0.500,1.000
2470,0.242,178.746,218.202,101.328,0.923,1.496,0.668,0.878
2471,0.128,143.868,222.606,101.361,0.944,1.499,0.667,0.905
2472,0.094,179.443,75.879,101.333,1.000,1.020,0.981,0.933
2473,0.209,169.803,224.367,101.620,1.000,1.372,0.729,0.939
2474,0.007,161.619,189.496,101.456,1.000,1.000,1.000,1.000
2475,0.054,219.053,240.603,101.938,1.000,1.229,0.814,0.941
2476,0.020,175.768,212.251,101.975,1.000,1.464,0.683,0.857
2477,0.094,191.562,243.421,102.059,0.993,1.264,0.791,0.848
2478,0.114,183.913,218.716,102.146,1.000,1.263,0.792,0.919
2479,0.081,154.595,235.649,102.235,1.000,1.000,1.000,0.857
2480,0.027,141.912,20.431,102.317,1.000,1.000,1.000,1.000
2481,0.007,160.014,183.752,102.358,1.000,1.000,1.000,1.000
2482,0.040,184.301,227.403,102.481,1.000,1.500,0.667,1.000
2483,0.074,171.740,12.811,102.776,1.000,1.372,0.729,0.957
2484,0.316,160.965,89.841,103.027,1.000,1.155,0.866,0.931
2485,0.067,179.191,230.029,103.031,1.000,1.236,0.809,0.909
2486,0.135,178.788,64.771,103.203,1.000,1.165,0.858,0.889
2487,0.114,172.444,232.785,103.188,1.000,1.263,0.792,0.919
2488,0.162,132.381,167.544,103.360,0.978,1.224,0.817,0.842
2489,0.088,202.515,194.236,103.488,1.000,1.370,0.730,0.929
2490,0.047,177.417,194.935,103.507,1.000,1.069,0.936,0.875
2491,0.141,144.649,214.287,103.648,0.856,1.695,0.590,0.792
2492,0.613,119.686,147.431,103.893,0.954,1.278,0.782,0.924
2493,0.162,138.069,215.301,103.671,1.000,1.299,0.770,0.889
2494,0.175,197.158,72.874,104.192,1.000,1.131,0.884,0.881
2495,0.061,152.742,219.946,104.282,1.000,1.817,0.550,0.857
2496,0.101,164.427,211.688,104.382,0.976,1.392,0.718,0.882
2497,0.074,147.488,217.833,104.521,0.976,1.450,0.690,0.815
2498,0.236,110.922,135.872,104.717,0.947,1.165,0.858,0.864
2499,0.215,160.561,223.970,104.961,0.936,1.489,0.672,0.901
2500,0.074,152.228,13.609,104.812,1.000,1.372,0.729,0.957
2501,0.175,114.506,156.376,104.955,1.000,1.131,0.884,0.881
2502,0.040,145.172,213.961,105.052,1.000,1.291,0.775,0.800
2503,0.135,149.718,219.514,105.230,0.965,1.274,0.785,0.833
2504,0.155,127.835,150.736,105.316,0.964,1.063,0.941,0.868
2505,0.465,126.038,141.945,105.770,0.803,1.885,0.531,0.857
2506,0.027,239.039,235.793,105.394,0.857,1.468,0.681,0.800
2507,0.047,118.951,136.573,105.500,1.000,1.069,0.936,0.875
2508,0.175,212.383,63.507,105.804,1.000,1.184,0.845,0.929
2509,0.269,115.457,130.705,106.009,0.887,1.303,0.767,0.833
2510,0.121,192.085,221.373,105.905,1.000,1.218,0.821,0.947
2511,0.074,162.517,228.604,106.058,1.000,1.372,0.729,0.957
2512,0.054,138.023,204.757,106.153,0.914,1.554,0.644,0.800
2513,0.094,198.855,234.583,106.361,0.911,1.471,0.680,0.848
2514,0.525,172.056,79.056,106.729,0.829,1.589,0.629,0.881
2515,0.108,232.685,239.962,106.471,1.000,1.317,0.759,0.821
2516,0.027,124.956,148.348,106.502,1.000,1.000,1.000,1.000
2517,0.229,178.896,231.636,106.716,0.994,1.142,0.875,0.907
2518,0.168,179.460,227.715,106.946,0.954,1.523,0.657,0.862
2519,0.027,149.020,18.215,106.830,1.000,1.000,1.000,1.000
2520,0.141,164.929,212.494,107.012,0.943,1.238,0.808,0.840
2521,0.155,198.609,88.406,107.039,0.964,1.200,0.833,0.885
2522,0.040,149.927,209.188,106.994,1.000,1.500,0.667,1.000
2523,0.195,147.246,215.164,107.213,0.977,1.102,0.907,0.906
2524,0.148,102.794,172.027,107.274,1.000,1.101,0.908,0.936
2525,0.175,195.868,232.320,107.366,0.993,1.537,0.650,0.881
2526,0.027,156.733,36.430,107.240,1.000,1.000,1.000,1.000
2527,0.034,199.273,235.789,107.232,1.000,1.553,0.644,0.909
2528,0.411,274.895,230.033,107.714,1.000,1.158,0.863,0.931
2529,0.168,129.924,138.825,107.708,1.000,1.312,0.762,0.926
2530,0.276,315.685,245.384,107.868,1.000,1.006,0.994,0.921
2531,0.296,137.453,139.544,107.971,0.930,1.424,0.702,0.871
2532,0.168,238.779,241.995,107.879,0.954,1.043,0.959,0.847
2533,0.135,190.835,218.173,108.061,1.000,1.435,0.697,0.909
2534,0.209,207.872,226.760,108.073,1.000,1.230,0.813,0.873
2535,0.175,209.635,67.004,108.209,1.000,1.147,0.872,0.929
2536,0.067,194.933,221.044,108.184,1.000,1.551,0.645,0.909
2537,0.155,165.968,216.030,108.348,0.964,1.608,0.622,0.902
2538,0.162,341.159,242.265,108.348,1.000,1.210,0.827,0.906
2539,0.061,172.422,236.812,108.357,1.000,1.340,0.746,0.857
2540,0.054,167.489,203.598,108.604,1.000,1.229,0.814,0.941
2541,0.081,157.053,213.229,108.806,1.000,1.281,0.780,0.857
2542,0.458,182.339,58.824,109.219,0.926,1.263,0.792,0.907
2543,0.121,147.754,185.516,109.086,0.935,1.085,0.922,0.818
2544,0.121,158.140,190.895,109.095,1.000,1.197,0.835,0.837
2545,0.081,156.766,212.593,109.004,1.000,1.333,0.750,1.000
2546,0.027,179.936,197.414,109.209,1.000,1.000,1.000,1.000
2547,0.182,165.450,233.545,109.354,1.000,1.475,0.678,0.885
2548,0.121,136.850,133.332,109.415,0.935,1.085,0.922,0.818
2549,0.195,287.128,241.454,109.528,0.898,1.723,0.580,0.853
2550,0.182,185.790,232.168,109.755,1.000,1.632,0.613,0.900
2551,0.061,118.714,184.245,109.825,1.000,1.000,1.000,1.000
2552,0.229,205.151,224.001,110.443,0.919,1.373,0.728,0.850
2553,0.121,141.847,212.461,110.477,1.000,1.257,0.795,0.857
2554,0.054,196.516,242.326,110.553,1.000,1.229,0.814,0.941
2555,0.027,135.238,115.199,110.686,1.000,1.000,1.000,1.000
2556,0.061,163.679,199.834,110.727,1.000,1.000,1.000,1.000
2557,0.094,182.276,39.630,110.868,1.000,1.125,0.889,0.933
2558,0.094,196.956,234.975,110.850,1.000,1.020,0.981,0.933
2559,0.189,194.064,87.879,111.003,1.000,1.145,0.873,0.889
2560,0.047,171.452,109.250,110.973,1.000,1.596,0.626,0.875
2561,0.189,182.900,238.222,111.404,0.920,1.202,0.832,0.836
2562,0.209,179.729,42.689,111.482,0.960,1.112,0.899,0.873
2563,0.141,130.480,16.221,111.880,1.000,1.182,0.846,0.913
2564,0.283,93.875,22.072,111.917,0.971,1.474,0.678,0.955
2565,1.340,118.712,122.247,112.376,0.918,1.133,0.883,0.917
2566,0.088,149.975,201.059,111.933,1.000,1.145,0.874,0.812
2567,0.162,201.504,233.680,112.245,1.000,1.000,1.000,0.857
2568,0.067,174.820,196.290,112.327,1.000,1.327,0.753,0.909
2569,0.054,175.357,209.875,112.297,0.820,1.767,0.566,0.842
2570,0.034,215.471,77.595,112.401,1.000,1.553,0.644,0.909
2571,0.276,209.942,219.593,112.743,0.884,1.918,0.521,0.921
2572,0.485,195.848,239.178,112.697,0.980,1.138,0.879,0.911
2573,0.081,159.880,208.696,112.573,1.000,1.333,0.750,1.000
2574,0.148,217.823,218.124,112.786,1.000,1.101,0.908,0.936
2575,1.030,182.334,90.504,113.447,0.857,1.371,0.730,0.884
2576,0.081,151.568,193.345,113.203,0.967,1.579,0.633,0.889
2577,0.135,179.859,214.747,113.144,0.994,1.403,0.713,0.909
2578,0.148,176.067,224.688,113.196,1.000,1.101,0.908,0.936
2579,0.411,154.186,204.343,113.443,0.898,1.287,0.777,0.884
2580,0.108,210.365,221.578,113.394,1.000,1.209,0.827,0.889
2581,0.074,166.385,111.309,113.651,1.000,1.372,0.729,0.957
2582,0.027,244.286,216.532,113.640,1.000,1.000,1.000,1.000
2583,0.067,143.809,240.351,113.804,1.000,1.327,0.753,0.909
2584,0.034,221.144,218.690,113.878,1.000,1.553,0.644,0.909
2585,0.512,124.787,185.493,114.545,0.911,1.208,0.827,0.916
2586,0.081,166.143,226.091,114.297,1.000,1.333,0.750,1.000
2587,0.074,191.128,220.951,114.591,1.000,1.372,0.729,0.957
2588,0.168,171.823,203.783,114.813,0.954,1.313,0.761,0.877
2589,0.269,205.057,200.064,114.924,0.973,1.082,0.925,0.909
2590,0.209,178.910,54.097,115.034,1.000,1.308,0.765,0.873
2591,0.007,148.373,211.814,114.830,1.000,1.000,1.000,1.000
2592,0.101,164.862,229.132,115.098,1.000,1.435,0.697,0.882
2593,0.498,178.016,54.555,115.557,0.874,1.343,0.745,0.886
2594,0.040,140.995,202.255,115.404,1.000,1.500,0.667,1.000
2595,0.101,208.642,213.860,115.738,0.942,1.227,0.815,0.789
2596,0.061,222.111,234.323,115.650,1.000,1.542,0.648,0.857
2597,0.088,175.608,227.485,115.732,1.000,1.735,0.576,0.929
2598,0.034,134.931,204.642,115.798,1.000,1.553,0.644,0.909
2599,0.189,182.661,55.317,115.993,1.000,1.139,0.878,0.903
2600,0.135,159.436,210.788,115.913,0.925,1.619,0.618,0.909
2601,0.168,155.901,223.393,116.284,0.954,1.377,0.726,0.862
2602,0.175,159.276,211.517,116.502,0.993,1.372,0.729,0.867
2603,0.047,176.779,216.702,116.436,0.800,1.267,0.790,0.778
2604,0.027,137.464,199.260,116.512,1.000,2.031,0.492,0.800
2605,0.545,90.609,20.319,117.053,0.923,1.125,0.889,0.900
2606,0.633,119.958,148.794,117.009,0.880,1.379,0.725,0.895
2607,0.101,173.577,225.817,116.722,0.898,1.869,0.535,0.909
2608,0.081,194.934,231.403,116.751,1.000,1.281,0.780,0.857
2609,0.263,130.621,198.618,117.077,0.883,1.209,0.827,0.857
2610,0.148,317.197,242.232,117.004,1.000,1.176,0.850,0.880
2611,0.061,104.915,13.661,116.963,1.000,1.000,1.000,1.000
2612,0.047,129.976,206.562,117.350,1.000,1.069,0.936,0.875
2613,0.242,148.398,210.410,117.551,1.000,1.149,0.870,0.878
2614,0.040,126.439,148.224,117.743,1.000,1.500,0.667,1.000
2615,0.148,171.295,225.926,117.877,0.988,1.113,0.898,0.880
2616,0.040,125.504,200.532,117.866,1.000,1.500,0.667,1.000
2617,0.067,148.985,123.691,118.046,1.000,1.236,0.809,0.909
2618,0.424,187.845,58.327,118.487,0.983,1.189,0.841,0.906
2619,0.350,127.757,201.344,118.421,0.922,1.331,0.751,0.860
2620,0.067,153.395,224.737,118.260,1.000,1.327,0.753,0.909
2621,0.175,202.011,226.990,118.333,0.993,1.415,0.707,0.881
2622,0.189,191.328,61.142,118.631,1.000,1.014,0.986,0.889
2623,0.135,147.839,220.618,118.699,1.000,1.203,0.831,0.851
2624,0.081,173.840,4.533,118.714,1.000,1.135,0.881,0.857
2625,0.054,145.895,204.470,118.943,1.000,1.308,0.764,0.800
2626,0.013,184.002,104.574,119.138,1.000,2.000,0.500,1.000
2627,0.020,185.589,207.492,119.479,1.000,1.464,0.683,0.857
2628,0.047,140.286,219.444,119.729,1.000,1.069,0.936,0.875
2629,0.101,144.365,222.316,119.753,1.000,1.667,0.600,1.000
2630,0.195,124.695,218.697,120.078,0.977,1.352,0.740,0.906
2631,0.141,189.265,92.493,120.230,0.943,1.311,0.763,0.875
2632,0.162,128.616,9.179,120.365,0.978,1.156,0.865,0.842
2633,0.276,150.593,124.364,120.485,0.866,1.167,0.857,0.872
2634,0.081,169.588,193.674,120.505,0.967,1.579,0.633,0.889
2635,0.222,187.921,199.093,120.785,1.000,1.344,0.744,0.904
2636,0.108,180.096,118.896,120.840,1.000,1.234,0.810,0.889
2637,0.027,95.143,188.224,120.779,1.000,1.000,1.000,1.000
2638,0.094,140.463,223.342,120.849,0.811,1.837,0.545,0.757
2639,0.040,148.221,214.932,120.861,1.000,1.500,0.667,1.000
2640,0.182,182.315,207.091,121.099,0.967,1.124,0.890,0.871
2641,0.135,171.461,212.052,121.062,1.000,1.083,0.923,0.889
2642,0.155,106.772,12.252,121.251,1.000,1.174,0.852,0.885
2643,0.108,161.908,217.126,121.199,1.000,1.150,0.869,0.889
2644,0.047,185.766,242.008,121.171,1.000,1.069,0.936,0.875
2645,0.175,160.707,119.699,121.340,1.000,1.131,0.884,0.881
2646,0.047,177.888,230.779,121.277,0.800,1.387,0.721,0.737
2647,0.088,179.909,203.413,121.343,1.000,1.159,0.863,0.897
2648,0.047,180.165,226.747,121.394,1.000,1.596,0.626,0.875
2649,0.020,233.223,75.145,121.421,1.000,1.464,0.683,0.857
2650,0.135,138.966,160.179,121.570,0.965,1.203,0.831,0.851
2651,0.054,187.814,200.337,121.876,1.000,1.229,0.814,0.941
2652,0.148,181.922,206.857,122.255,0.897,1.244,0.804,0.800
2653,0.128,180.492,213.610,122.344,1.000,1.273,0.785,0.974
2654,0.040,199.717,200.039,122.379,1.000,1.500,0.667,1.000
2655,0.040,133.683,155.281,122.420,1.000,1.500,0.667,1.000
2656,0.034,191.528,104.590,122.756,1.000,1.553,0.644,0.909
2657,0.249,159.774,116.799,123.281,1.000,1.000,1.000,0.902
2658,0.027,159.119,235.116,123.096,1.000,1.468,0.681,0.800
2659,0.619,157.811,7.170,123.517,0.964,1.052,0.950,0.906
2660,0.094,184.855,202.097,123.258,0.911,1.563,0.640,0.848
2661,0.276,278.201,244.402,123.543,0.928,1.480,0.676,0.882
2662,0.936,148.877,207.717,123.793,0.925,1.300,0.769,0.917
2663,0.155,164.508,8.999,123.631,0.964,1.174,0.852,0.885
2664,0.121,153.201,210.378,123.710,1.000,1.218,0.821,0.947
2665,0.054,154.801,229.126,123.732,0.914,1.195,0.837,0.800
2666,0.141,189.895,114.779,123.836,1.000,1.116,0.896,0.857
2667,0.027,142.479,189.701,123.732,1.000,1.000,1.000,1.000
2668,0.054,145.180,234.552,123.763,1.000,1.229,0.814,0.941
2669,0.013,231.486,81.476,123.773,1.000,2.000,0.500,1.000
2670,0.202,146.122,193.847,124.041,1.000,1.416,0.706,0.938
2671,0.094,192.612,202.419,123.879,1.000,1.020,0.981,0.933
2672,0.182,215.696,224.422,123.992,0.967,1.695,0.590,0.915
2673,0.175,217.663,223.547,124.143,1.000,1.184,0.845,0.929
2674,0.088,239.921,226.091,124.127,0.956,1.551,0.645,0.929
2675,0.202,209.525,77.997,124.320,0.929,1.608,0.622,0.857
2676,0.108,176.899,213.044,124.553,1.000,1.209,0.827,0.889
2677,0.088,175.533,231.815,124.771,1.000,1.796,0.557,0.929
2678,0.108,175.682,201.260,125.107,1.000,1.150,0.869,0.889
2679,0.020,201.981,196.826,125.031,1.000,1.464,0.683,0.857
2680,0.182,195.066,215.959,125.202,1.000,1.316,0.760,0.885
2681,0.263,203.327,98.195,125.349,0.978,1.114,0.898,0.876
2682,0.067,195.978,209.836,125.185,1.000,1.288,0.776,0.909
2683,0.047,204.238,226.583,125.192,1.000,1.069,0.936,0.875
2684,0.061,185.708,212.224,125.250,1.000,1.000,1.000,1.000
2685,0.148,167.865,219.627,125.396,1.000,1.249,0.800,0.957
2686,0.094,196.113,198.545,125.455,1.000,1.020,0.981,0.933
2687,0.054,190.830,208.501,125.394,0.914,1.605,0.623,0.800
2688,0.229,222.362,223.870,125.569,0.994,1.248,0.801,0.919
2689,0.067,136.006,242.706,125.562,1.000,1.327,0.753,0.909
2690,0.289,136.043,42.177,125.912,1.000,1.153,0.867,0.905
2691,0.061,176.767,207.137,125.825,1.000,1.000,1.000,1.000
2692,0.195,185.628,91.069,126.011,1.000,1.076,0.929,0.906
2693,0.020,198.905,201.366,125.961,1.000,1.464,0.683,0.857
2694,0.007,188.080,221.250,125.907,1.000,1.000,1.000,1.000
2695,0.727,127.474,40.742,126.396,0.967,1.251,0.799,0.919
2696,0.229,180.781,203.910,126.218,0.972,1.218,0.821,0.850
2697,0.088,180.634,234.138,126.102,0.922,1.069,0.936,0.788
2698,0.141,187.091,106.820,126.329,0.802,1.832,0.546,0.792
2699,0.148,198.454,57.682,126.377,1.000,1.176,0.850,0.880
2700,0.094,138.160,180.775,126.358,1.000,1.020,0.981,0.933
2701,0.027,170.864,205.373,126.276,1.000,1.000,1.000,1.000
