 ,Area,Mean,X,Y,Circ.,AR,Round,Solidity
1,0.835,47.371,115.733,9.019,0.972,1.070,0.934,0.925
2,0.040,141.443,233.065,30.359,1.000,1.500,0.667,1.000
3,0.283,102.004,34.496,32.144,0.951,1.235,0.809,0.884
4,0.343,124.201,87.295,32.480,0.963,1.101,0.908,0.887
5,0.162,109.202,24.202,34.909,1.000,1.214,0.824,0.889
6,0.020,178.413,236.484,35.596,1.000,1.464,0.683,0.857
7,0.969,45.187,132.497,41.391,0.958,1.081,0.925,0.929
8,0.047,177.809,226.583,44.266,1.000,1.596,0.626,0.875
9,0.061,167.167,243.184,45.078,1.000,1.340,0.746,0.857
10,0.040,149.873,216.559,49.613,1.000,1.291,0.775,0.800
11,0.020,226.484,235.827,49.900,1.000,1.464,0.683,0.857
12,2.700,44.726,130.660,51.724,0.910,1.015,0.985,0.941
13,0.013,166.703,225.762,52.759,1.000,2.000,0.500,1.000
14,0.047,199.923,237.203,53.561,0.898,1.668,0.600,0.778
15,0.168,189.009,228.962,55.471,0.873,1.642,0.609,0.820
16,0.162,169.396,232.682,56.830,1.000,1.222,0.818,0.906
17,0.330,147.619,220.451,57.240,0.943,1.403,0.713,0.907
18,0.027,246.036,238.931,58.502,1.000,1.000,1.000,1.000
19,0.013,232.154,246.111,58.502,1.000,2.000,0.500,1.000
20,0.088,258.333,220.543,59.067,1.000,1.159,0.863,0.897
21,0.148,163.046,230.458,59.345,1.000,1.249,0.800,0.957
22,0.094,234.464,243.198,59.774,0.993,1.127,0.887,0.824
23,0.034,200.641,222.103,60.036,1.000,1.553,0.644,0.909
24,0.094,184.588,216.942,61.415,0.993,1.127,0.887,0.824
25,0.034,206.027,215.145,61.595,1.000,1.553,0.644,0.909
26,0.007,174.395,219.198,61.497,1.000,1.000,1.000,1.000
27,0.034,178.645,226.534,61.809,1.000,1.553,0.644,0.909
28,0.081,242.531,241.188,62.030,1.000,1.333,0.750,1.000
29,0.074,202.571,232.050,62.444,1.000,1.139,0.878,0.815
30,0.074,176.635,222.055,62.907,0.976,1.035,0.966,0.846
31,0.020,203.027,234.159,63.247,1.000,1.464,0.683,0.857
32,0.034,205.918,234.640,63.515,1.000,1.553,0.644,0.909
33,0.088,194.522,218.984,64.489,1.000,1.450,0.690,0.897
34,0.141,178.290,224.215,65.205,1.000,1.062,0.942,0.913
35,0.209,229.805,236.342,66.261,0.960,1.329,0.753,0.899
36,0.088,206.923,227.782,66.306,1.000,1.159,0.863,0.897
37,0.067,201.848,236.979,66.313,0.982,1.241,0.806,0.800
38,0.074,168.052,240.569,66.532,1.000,1.139,0.878,0.815
39,0.168,231.265,245.051,66.646,0.896,1.716,0.583,0.862
40,0.074,200.668,232.938,66.681,0.976,1.450,0.689,0.846
41,0.141,193.360,226.731,66.959,1.000,1.221,0.819,0.857
42,0.491,143.268,80.475,67.271,0.921,1.358,0.736,0.924
43,0.020,274.370,236.730,67.186,1.000,1.464,0.683,0.857
44,0.229,190.823,230.881,67.998,0.919,1.360,0.736,0.861
45,0.047,191.342,224.285,68.249,1.000,1.069,0.936,0.875
46,0.222,162.360,216.307,69.277,1.000,1.343,0.744,0.904
47,0.202,131.518,94.922,69.680,1.000,1.241,0.806,0.923
48,0.168,215.809,238.772,69.942,0.981,1.447,0.691,0.926
49,0.074,467.305,241.218,70.351,1.000,1.372,0.729,0.957
50,0.027,370.548,225.639,70.892,1.000,1.000,1.000,1.000
51,0.020,163.698,219.827,71.152,1.000,1.464,0.683,0.857
52,0.135,119.986,32.574,71.491,0.965,1.027,0.974,0.833
53,0.357,144.887,82.719,72.094,0.877,1.361,0.735,0.876
54,0.061,191.611,232.983,72.328,1.000,1.000,1.000,1.000
55,0.027,208.985,228.511,72.615,1.000,1.000,1.000,1.000
56,0.148,156.140,209.830,72.839,0.988,1.276,0.784,0.863
57,0.128,176.257,236.990,73.066,1.000,1.391,0.719,0.884
58,0.007,206.112,235.034,73.805,1.000,1.000,1.000,1.000
59,0.054,226.948,243.065,74.225,1.000,1.229,0.814,0.941
60,0.195,188.798,225.021,74.430,0.977,1.360,0.735,0.921
61,0.054,235.382,229.855,75.538,1.000,1.229,0.814,0.941
62,0.047,208.065,233.557,75.774,1.000,1.596,0.626,0.875
63,0.108,161.761,103.589,76.092,1.000,1.452,0.689,0.821
64,0.027,141.696,16.984,76.143,1.000,1.000,1.000,1.000
65,0.074,206.724,230.633,77.780,1.000,1.139,0.878,0.815
66,0.141,167.081,219.444,77.989,1.000,1.000,1.000,0.913
67,0.027,453.073,237.249,77.866,1.000,2.031,0.492,0.800
68,0.081,128.074,20.513,78.276,1.000,1.000,1.000,0.857
69,0.175,177.329,87.942,78.557,0.932,1.333,0.750,0.881
70,0.007,198.825,238.972,78.974,1.000,1.000,1.000,1.000
71,0.155,209.357,231.870,79.306,0.964,1.671,0.598,0.885
72,0.040,268.565,240.791,79.234,1.000,1.291,0.775,0.800
73,0.148,244.175,244.351,79.686,0.922,1.520,0.658,0.863
74,0.094,228.156,225.516,79.888,0.993,1.460,0.685,0.848
75,0.121,197.817,227.216,80.296,1.000,1.130,0.885,0.857
76,0.020,197.544,233.092,80.478,1.000,1.464,0.683,0.857
77,0.148,239.164,223.972,80.626,0.863,1.874,0.534,0.898
78,0.054,71.019,136.235,80.933,1.000,1.229,0.814,0.941
79,0.007,186.935,219.609,80.943,1.000,1.000,1.000,1.000
80,0.067,197.862,229.266,81.082,0.982,1.241,0.806,0.800
81,0.350,64.001,146.063,81.328,0.982,1.121,0.892,0.881
82,0.094,215.491,240.326,81.435,0.993,1.928,0.519,0.875
83,0.289,208.075,226.146,81.746,0.884,1.341,0.746,0.896
84,0.081,167.046,235.937,81.640,1.000,1.333,0.750,1.000
85,0.067,77.581,130.928,82.092,1.000,1.236,0.809,0.909
86,0.027,170.292,215.137,82.051,1.000,1.000,1.000,1.000
87,0.047,189.088,66.608,82.947,0.800,1.668,0.600,0.778
88,0.202,182.324,232.668,83.147,0.952,1.382,0.724,0.923
89,0.209,189.494,235.630,83.338,0.960,1.478,0.677,0.886
90,0.027,153.437,214.644,84.061,0.857,2.031,0.492,0.800
91,0.081,162.528,220.682,84.198,1.000,1.218,0.821,0.889
92,0.229,217.701,228.948,84.293,0.919,1.691,0.591,0.883
93,0.269,203.224,237.387,85.072,0.973,1.293,0.773,0.920
94,0.215,424.178,230.739,85.081,0.991,1.122,0.892,0.889
95,0.202,203.999,241.070,85.264,1.000,1.107,0.903,0.909
96,0.135,217.510,233.799,85.300,1.000,1.083,0.923,0.889
97,0.067,159.888,219.953,85.316,1.000,1.559,0.641,0.909
98,0.242,213.996,226.129,85.693,0.903,1.447,0.691,0.847
99,0.094,236.505,232.602,85.889,1.000,1.239,0.807,0.933
100,0.101,172.306,219.198,86.052,0.869,1.299,0.770,0.769
101,0.054,243.103,243.085,86.102,1.000,1.229,0.814,0.941
102,0.249,205.570,236.134,86.596,0.928,1.425,0.702,0.860
103,0.061,184.646,215.916,86.522,1.000,1.000,1.000,1.000
104,0.189,241.046,240.719,86.599,1.000,1.292,0.774,0.903
105,0.040,378.499,232.559,86.618,1.000,1.291,0.775,0.800
106,0.094,243.952,246.046,86.751,0.838,1.851,0.540,0.903
107,0.034,158.725,192.286,87.015,0.873,1.000,1.000,0.714
108,0.094,215.608,235.222,87.185,0.993,1.437,0.696,0.824
109,0.141,239.073,217.151,87.269,0.943,1.158,0.864,0.840
110,0.081,211.084,228.449,87.322,0.851,1.634,0.612,0.800
111,0.027,258.613,229.249,87.302,1.000,1.000,1.000,1.000
112,0.034,173.615,213.881,88.278,1.000,1.553,0.644,0.909
113,0.094,162.395,212.247,88.451,1.000,1.020,0.981,0.933
114,0.074,183.556,208.166,89.282,1.000,1.139,0.878,0.815
115,0.236,259.774,229.190,89.462,0.947,1.455,0.687,0.875
116,0.108,177.067,107.076,90.215,1.000,1.209,0.827,0.889
117,0.155,192.189,226.187,90.425,1.000,1.149,0.871,0.885
118,0.289,364.554,238.406,90.428,0.927,1.580,0.633,0.905
119,0.061,265.954,245.199,90.397,0.923,1.539,0.650,0.900
120,0.229,229.992,235.427,90.864,0.972,1.329,0.753,0.872
121,0.128,199.152,217.112,90.966,0.944,1.547,0.646,0.905
122,0.155,211.835,241.263,91.239,0.964,1.702,0.588,0.902
123,0.034,160.348,89.525,91.380,1.000,1.553,0.644,0.909
124,0.081,189.986,222.282,91.507,1.000,1.281,0.780,0.857
125,0.074,172.952,7.276,91.706,0.976,1.035,0.966,0.846
126,0.182,213.759,225.130,91.844,1.000,1.156,0.865,0.871
127,0.182,181.651,227.552,91.950,1.000,1.490,0.671,0.900
128,0.108,136.864,209.009,91.994,1.000,1.292,0.774,0.889
129,0.168,187.821,234.417,92.341,0.919,1.527,0.655,0.909
130,0.081,248.461,243.649,92.635,0.851,1.782,0.561,0.750
131,0.054,143.384,210.409,92.686,1.000,1.229,0.814,0.941
132,0.094,174.497,91.879,92.881,1.000,1.020,0.981,0.933
133,0.114,208.336,232.162,93.086,1.000,1.385,0.722,0.850
134,0.020,170.114,211.950,93.059,1.000,1.464,0.683,0.857
135,0.020,165.878,12.048,93.305,1.000,1.464,0.683,0.857
136,0.269,243.220,240.739,93.464,0.973,1.451,0.689,0.920
137,0.054,282.602,226.173,93.456,0.914,1.195,0.837,0.800
138,0.047,231.187,242.524,93.415,1.000,1.069,0.936,0.875
139,0.350,169.518,12.792,94.096,0.982,1.115,0.897,0.881
140,0.148,173.183,47.444,93.922,1.000,1.149,0.870,0.863
141,0.283,509.291,244.456,94.177,0.932,1.030,0.971,0.857
142,0.101,215.025,231.626,94.372,0.976,1.392,0.718,0.882
143,0.310,458.756,240.180,94.883,0.830,1.939,0.516,0.868
144,0.128,215.229,228.448,94.831,0.944,1.113,0.898,0.864
145,0.040,171.010,80.902,94.810,1.000,1.500,0.667,1.000
146,0.202,255.524,241.880,95.110,0.929,1.121,0.892,0.896
147,0.074,189.116,47.563,95.123,0.976,1.035,0.966,0.846
148,0.141,213.224,98.916,95.255,0.880,1.839,0.544,0.840
149,0.013,187.132,225.680,95.425,1.000,2.000,0.500,1.000
150,0.229,202.848,221.887,95.714,0.941,1.359,0.736,0.907
151,0.020,328.610,238.480,95.466,0.967,3.000,0.333,1.000
152,0.020,150.785,197.974,95.575,1.000,1.464,0.683,0.857
153,0.209,174.008,41.699,96.771,0.960,1.091,0.917,0.873
154,0.007,224.753,242.172,96.533,1.000,1.000,1.000,1.000
155,0.862,185.249,221.734,97.082,0.820,1.229,0.814,0.889
156,0.034,214.395,232.983,96.697,0.873,1.000,1.000,0.714
157,0.155,215.267,220.672,97.075,1.000,1.311,0.763,0.885
158,0.054,171.769,199.352,97.097,1.000,1.229,0.814,0.941
159,0.034,268.448,238.513,98.026,1.000,1.553,0.644,0.909
160,0.189,232.706,231.137,98.379,1.000,1.263,0.792,0.903
161,0.202,100.079,119.088,98.499,1.000,1.328,0.753,0.923
162,0.343,162.997,34.654,98.714,0.963,1.179,0.848,0.872
163,0.222,246.373,241.041,98.731,0.965,1.226,0.816,0.892
164,0.067,188.801,220.035,98.666,1.000,1.236,0.809,0.909
165,0.020,166.511,191.082,98.857,1.000,1.464,0.683,0.857
166,0.074,154.255,211.120,98.979,0.976,1.450,0.689,0.846
167,0.108,173.799,225.593,99.184,1.000,1.392,0.718,0.889
168,0.013,182.248,235.485,99.322,1.000,2.000,0.500,1.000
169,0.020,207.756,214.959,99.678,1.000,1.464,0.683,0.857
170,0.074,185.384,193.628,99.904,1.000,1.372,0.729,0.957
171,0.182,114.709,173.542,100.362,0.967,1.202,0.832,0.871
172,0.101,159.538,222.841,100.356,1.000,1.137,0.880,0.968
173,0.155,111.411,27.043,100.503,1.000,1.473,0.679,0.902
174,0.357,436.596,236.246,100.609,0.957,1.154,0.866,0.891
175,0.034,94.499,140.167,100.668,1.000,1.553,0.644,0.909
176,0.330,296.812,223.338,100.875,0.846,1.548,0.646,0.867
177,0.054,134.816,204.039,100.799,0.820,1.600,0.625,0.800
178,0.013,256.409,227.937,100.717,1.000,2.000,0.500,1.000
179,0.047,213.027,240.696,100.823,1.000,1.069,0.936,0.875
180,0.013,144.099,198.604,101.004,1.000,2.000,0.500,1.000
181,0.242,178.746,218.202,101.328,0.923,1.496,0.668,0.878
182,0.128,143.868,222.606,101.361,0.944,1.499,0.667,0.905
183,0.094,179.443,75.879,101.333,1.000,1.020,0.981,0.933
184,0.209,169.803,224.367,101.620,1.000,1.372,0.729,0.939
185,0.007,161.619,189.496,101.456,1.000,1.000,1.000,1.000
186,0.054,219.053,240.603,101.938,1.000,1.229,0.814,0.941
187,0.020,175.768,212.251,101.975,1.000,1.464,0.683,0.857
188,0.094,191.562,243.421,102.059,0.993,1.264,0.791,0.848
189,0.114,183.913,218.716,102.146,1.000,1.263,0.792,0.919
190,0.081,154.595,235.649,102.235,1.000,1.000,1.000,0.857
191,0.027,141.912,20.431,102.317,1.000,1.000,1.000,1.000
192,0.007,160.014,183.752,102.358,1.000,1.000,1.000,1.000
193,0.040,184.301,227.403,102.481,1.000,1.500,0.667,1.000
194,0.074,171.740,12.811,102.776,1.000,1.372,0.729,0.957
195,0.316,160.965,89.841,103.027,1.000,1.155,0.866,0.931
196,0.067,179.191,230.029,103.031,1.000,1.236,0.809,0.909
197,0.135,178.788,64.771,103.203,1.000,1.165,0.858,0.889
198,0.114,172.444,232.785,103.188,1.000,1.263,0.792,0.919
199,0.162,132.381,167.544,103.360,0.978,1.224,0.817,0.842
200,0.088,202.515,194.236,103.488,1.000,1.370,0.730,0.929
201,0.047,177.417,194.935,103.507,1.000,1.069,0.936,0.875
202,0.141,144.649,214.287,103.648,0.856,1.695,0.590,0.792
203,0.613,119.686,147.431,103.893,0.954,1.278,0.782,0.924
204,0.162,138.069,215.301,103.671,1.000,1.299,0.770,0.889
205,0.175,197.158,72.874,104.192,1.000,1.131,0.884,0.881
206,0.061,152.742,219.946,104.282,1.000,1.817,0.550,0.857
207,0.101,164.427,211.688,104.382,0.976,1.392,0.718,0.882
208,0.074,147.488,217.833,104.521,0.976,1.450,0.690,0.815
209,0.236,110.922,135.872,104.717,0.947,1.165,0.858,0.864
210,0.215,160.561,223.970,104.961,0.936,1.489,0.672,0.901
211,0.074,152.228,13.609,104.812,1.000,1.372,0.729,0.957
212,0.175,114.506,156.376,104.955,1.000,1.131,0.884,0.881
213,0.040,145.172,213.961,105.052,1.000,1.291,0.775,0.800
214,0.135,149.718,219.514,105.230,0.965,1.274,0.785,0.833
215,0.155,127.835,150.736,105.316,0.964,1.063,0.941,0.868
216,0.465,126.038,141.945,105.770,0.803,1.885,0.531,0.857
217,0.027,239.039,235.793,105.394,0.857,1.468,0.681,0.800
218,0.047,118.951,136.573,105.500,1.000,1.069,0.936,0.875
219,0.175,212.383,63.507,105.804,1.000,1.184,0.845,0.929
220,0.269,115.457,130.705,106.009,0.887,1.303,0.767,0.833
221,0.121,192.085,221.373,105.905,1.000,1.218,0.821,0.947
222,0.074,162.517,228.604,106.058,1.000,1.372,0.729,0.957
223,0.054,138.023,204.757,106.153,0.914,1.554,0.644,0.800
224,0.094,198.855,234.583,106.361,0.911,1.471,0.680,0.848
225,0.525,172.056,79.056,106.729,0.829,1.589,0.629,0.881
226,0.108,232.685,239.962,106.471,1.000,1.317,0.759,0.821
227,0.027,124.956,148.348,106.502,1.000,1.000,1.000,1.000
228,0.229,178.896,231.636,106.716,0.994,1.142,0.875,0.907
229,0.168,179.460,227.715,106.946,0.954,1.523,0.657,0.862
230,0.027,149.020,18.215,106.830,1.000,1.000,1.000,1.000
231,0.141,164.929,212.494,107.012,0.943,1.238,0.808,0.840
232,0.155,198.609,88.406,107.039,0.964,1.200,0.833,0.885
233,0.040,149.927,209.188,106.994,1.000,1.500,0.667,1.000
234,0.195,147.246,215.164,107.213,0.977,1.102,0.907,0.906
235,0.148,102.794,172.027,107.274,1.000,1.101,0.908,0.936
236,0.175,195.868,232.320,107.366,0.993,1.537,0.650,0.881
237,0.027,156.733,36.430,107.240,1.000,1.000,1.000,1.000
238,0.034,199.273,235.789,107.232,1.000,1.553,0.644,0.909
239,0.411,274.895,230.033,107.714,1.000,1.158,0.863,0.931
240,0.168,129.924,138.825,107.708,1.000,1.312,0.762,0.926
241,0.276,315.685,245.384,107.868,1.000,1.006,0.994,0.921
242,0.296,137.453,139.544,107.971,0.930,1.424,0.702,0.871
243,0.168,238.779,241.995,107.879,0.954,1.043,0.959,0.847
244,0.135,190.835,218.173,108.061,1.000,1.435,0.697,0.909
245,0.209,207.872,226.760,108.073,1.000,1.230,0.813,0.873
246,0.175,209.635,67.004,108.209,1.000,1.147,0.872,0.929
247,0.067,194.933,221.044,108.184,1.000,1.551,0.645,0.909
248,0.155,165.968,216.030,108.348,0.964,1.608,0.622,0.902
249,0.162,341.159,242.265,108.348,1.000,1.210,0.827,0.906
250,0.061,172.422,236.812,108.357,1.000,1.340,0.746,0.857
251,0.054,167.489,203.598,108.604,1.000,1.229,0.814,0.941
252,0.081,157.053,213.229,108.806,1.000,1.281,0.780,0.857
253,0.458,182.339,58.824,109.219,0.926,1.263,0.792,0.907
254,0.121,147.754,185.516,109.086,0.935,1.085,0.922,0.818
255,0.121,158.140,190.895,109.095,1.000,1.197,0.835,0.837
256,0.081,156.766,212.593,109.004,1.000,1.333,0.750,1.000
257,0.027,179.936,197.414,109.209,1.000,1.000,1.000,1.000
258,0.182,165.450,233.545,109.354,1.000,1.475,0.678,0.885
259,0.121,136.850,133.332,109.415,0.935,1.085,0.922,0.818
260,0.195,287.128,241.454,109.528,0.898,1.723,0.580,0.853
261,0.182,185.790,232.168,109.755,1.000,1.632,0.613,0.900
262,0.061,118.714,184.245,109.825,1.000,1.000,1.000,1.000
263,0.229,205.151,224.001,110.443,0.919,1.373,0.728,0.850
264,0.121,141.847,212.461,110.477,1.000,1.257,0.795,0.857
265,0.054,196.516,242.326,110.553,1.000,1.229,0.814,0.941
266,0.027,135.238,115.199,110.686,1.000,1.000,1.000,1.000
267,0.061,163.679,199.834,110.727,1.000,1.000,1.000,1.000
268,0.094,182.276,39.630,110.868,1.000,1.125,0.889,0.933
269,0.094,196.956,234.975,110.850,1.000,1.020,0.981,0.933
270,0.189,194.064,87.879,111.003,1.000,1.145,0.873,0.889
271,0.047,171.452,109.250,110.973,1.000,1.596,0.626,0.875
272,0.189,182.900,238.222,111.404,0.920,1.202,0.832,0.836
273,0.209,179.729,42.689,111.482,0.960,1.112,0.899,0.873
274,0.141,130.480,16.221,111.880,1.000,1.182,0.846,0.913
275,0.283,93.875,22.072,111.917,0.971,1.474,0.678,0.955
276,1.340,118.712,122.247,112.376,0.918,1.133,0.883,0.917
277,0.088,149.975,201.059,111.933,1.000,1.145,0.874,0.812
278,0.162,201.504,233.680,112.245,1.000,1.000,1.000,0.857
279,0.067,174.820,196.290,112.327,1.000,1.327,0.753,0.909
280,0.054,175.357,209.875,112.297,0.820,1.767,0.566,0.842
281,0.034,215.471,77.595,112.401,1.000,1.553,0.644,0.909
282,0.276,209.942,219.593,112.743,0.884,1.918,0.521,0.921
283,0.485,195.848,239.178,112.697,0.980,1.138,0.879,0.911
284,0.081,159.880,208.696,112.573,1.000,1.333,0.750,1.000
285,0.148,217.823,218.124,112.786,1.000,1.101,0.908,0.936
286,1.030,182.334,90.504,113.447,0.857,1.371,0.730,0.884
287,0.081,151.568,193.345,113.203,0.967,1.579,0.633,0.889
288,0.135,179.859,214.747,113.144,0.994,1.403,0.713,0.909
289,0.148,176.067,224.688,113.196,1.000,1.101,0.908,0.936
290,0.411,154.186,204.343,113.443,0.898,1.287,0.777,0.884
291,0.108,210.365,221.578,113.394,1.000,1.209,0.827,0.889
292,0.074,166.385,111.309,113.651,1.000,1.372,0.729,0.957
293,0.027,244.286,216.532,113.640,1.000,1.000,1.000,1.000
294,0.067,143.809,240.351,113.804,1.000,1.327,0.753,0.909
295,0.034,221.144,218.690,113.878,1.000,1.553,0.644,0.909
296,0.512,124.787,185.493,114.545,0.911,1.208,0.827,0.916
297,0.081,166.143,226.091,114.297,1.000,1.333,0.750,1.000
298,0.074,191.128,220.951,114.591,1.000,1.372,0.729,0.957
299,0.168,171.823,203.783,114.813,0.954,1.313,0.761,0.877
300,0.269,205.057,200.064,114.924,0.973,1.082,0.925,0.909
301,0.209,178.910,54.097,115.034,1.000,1.308,0.765,0.873
302,0.007,148.373,211.814,114.830,1.000,1.000,1.000,1.000
303,0.101,164.862,229.132,115.098,1.000,1.435,0.697,0.882
304,0.498,178.016,54.555,115.557,0.874,1.343,0.745,0.886
305,0.040,140.995,202.255,115.404,1.000,1.500,0.667,1.000
306,0.101,208.642,213.860,115.738,0.942,1.227,0.815,0.789
307,0.061,222.111,234.323,115.650,1.000,1.542,0.648,0.857
308,0.088,175.608,227.485,115.732,1.000,1.735,0.576,0.929
309,0.034,134.931,204.642,115.798,1.000,1.553,0.644,0.909
310,0.189,182.661,55.317,115.993,1.000,1.139,0.878,0.903
311,0.135,159.436,210.788,115.913,0.925,1.619,0.618,0.909
312,0.168,155.901,223.393,116.284,0.954,1.377,0.726,0.862
313,0.175,159.276,211.517,116.502,0.993,1.372,0.729,0.867
314,0.047,176.779,216.702,116.436,0.800,1.267,0.790,0.778
315,0.027,137.464,199.260,116.512,1.000,2.031,0.492,0.800
316,0.545,90.609,20.319,117.053,0.923,1.125,0.889,0.900
317,0.633,119.958,148.794,117.009,0.880,1.379,0.725,0.895
318,0.101,173.577,225.817,116.722,0.898,1.869,0.535,0.909
319,0.081,194.934,231.403,116.751,1.000,1.281,0.780,0.857
320,0.263,130.621,198.618,117.077,0.883,1.209,0.827,0.857
321,0.148,317.197,242.232,117.004,1.000,1.176,0.850,0.880
322,0.061,104.915,13.661,116.963,1.000,1.000,1.000,1.000
323,0.047,129.976,206.562,117.350,1.000,1.069,0.936,0.875
324,0.242,148.398,210.410,117.551,1.000,1.149,0.870,0.878
325,0.040,126.439,148.224,117.743,1.000,1.500,0.667,1.000
326,0.148,171.295,225.926,117.877,0.988,1.113,0.898,0.880
327,0.040,125.504,200.532,117.866,1.000,1.500,0.667,1.000
328,0.067,148.985,123.691,118.046,1.000,1.236,0.809,0.909
329,0.424,187.845,58.327,118.487,0.983,1.189,0.841,0.906
330,0.350,127.757,201.344,118.421,0.922,1.331,0.751,0.860
331,0.067,153.395,224.737,118.260,1.000,1.327,0.753,0.909
332,0.175,202.011,226.990,118.333,0.993,1.415,0.707,0.881
333,0.189,191.328,61.142,118.631,1.000,1.014,0.986,0.889
334,0.135,147.839,220.618,118.699,1.000,1.203,0.831,0.851
335,0.081,173.840,4.533,118.714,1.000,1.135,0.881,0.857
336,0.054,145.895,204.470,118.943,1.000,1.308,0.764,0.800
337,0.013,184.002,104.574,119.138,1.000,2.000,0.500,1.000
338,0.020,185.589,207.492,119.479,1.000,1.464,0.683,0.857
339,0.047,140.286,219.444,119.729,1.000,1.069,0.936,0.875
340,0.101,144.365,222.316,119.753,1.000,1.667,0.600,1.000
341,0.195,124.695,218.697,120.078,0.977,1.352,0.740,0.906
342,0.141,189.265,92.493,120.230,0.943,1.311,0.763,0.875
343,0.162,128.616,9.179,120.365,0.978,1.156,0.865,0.842
344,0.276,150.593,124.364,120.485,0.866,1.167,0.857,0.872
345,0.081,169.588,193.674,120.505,0.967,1.579,0.633,0.889
346,0.222,187.921,199.093,120.785,1.000,1.344,0.744,0.904
347,0.108,180.096,118.896,120.840,1.000,1.234,0.810,0.889
348,0.027,95.143,188.224,120.779,1.000,1.000,1.000,1.000
349,0.094,140.463,223.342,120.849,0.811,1.837,0.545,0.757
350,0.040,148.221,214.932,120.861,1.000,1.500,0.667,1.000
351,0.182,182.315,207.091,121.099,0.967,1.124,0.890,0.871
352,0.135,171.461,212.052,121.062,1.000,1.083,0.923,0.889
353,0.155,106.772,12.252,121.251,1.000,1.174,0.852,0.885
354,0.108,161.908,217.126,121.199,1.000,1.150,0.869,0.889
355,0.047,185.766,242.008,121.171,1.000,1.069,0.936,0.875
356,0.175,160.707,119.699,121.340,1.000,1.131,0.884,0.881
357,0.047,177.888,230.779,121.277,0.800,1.387,0.721,0.737
358,0.088,179.909,203.413,121.343,1.000,1.159,0.863,0.897
359,0.047,180.165,226.747,121.394,1.000,1.596,0.626,0.875
360,0.020,233.223,75.145,121.421,1.000,1.464,0.683,0.857
361,0.135,138.966,160.179,121.570,0.965,1.203,0.831,0.851
362,0.054,187.814,200.337,121.876,1.000,1.229,0.814,0.941
363,0.148,181.922,206.857,122.255,0.897,1.244,0.804,0.800
364,0.128,180.492,213.610,122.344,1.000,1.273,0.785,0.974
365,0.040,199.717,200.039,122.379,1.000,1.500,0.667,1.000
366,0.040,133.683,155.281,122.420,1.000,1.500,0.667,1.000
367,0.034,191.528,104.590,122.756,1.000,1.553,0.644,0.909
368,0.249,159.774,116.799,123.281,1.000,1.000,1.000,0.902
369,0.027,159.119,235.116,123.096,1.000,1.468,0.681,0.800
370,0.619,157.811,7.170,123.517,0.964,1.052,0.950,0.906
371,0.094,184.855,202.097,123.258,0.911,1.563,0.640,0.848
372,0.276,278.201,244.402,123.543,0.928,1.480,0.676,0.882
373,0.936,148.877,207.717,123.793,0.925,1.300,0.769,0.917
374,0.155,164.508,8.999,123.631,0.964,1.174,0.852,0.885
375,0.121,153.201,210.378,123.710,1.000,1.218,0.821,0.947
376,0.054,154.801,229.126,123.732,0.914,1.195,0.837,0.800
377,0.141,189.895,114.779,123.836,1.000,1.116,0.896,0.857
378,0.027,142.479,189.701,123.732,1.000,1.000,1.000,1.000
379,0.054,145.180,234.552,123.763,1.000,1.229,0.814,0.941
380,0.013,231.486,81.476,123.773,1.000,2.000,0.500,1.000
381,0.202,146.122,193.847,124.041,1.000,1.416,0.706,0.938
382,0.094,192.612,202.419,123.879,1.000,1.020,0.981,0.933
383,0.182,215.696,224.422,123.992,0.967,1.695,0.590,0.915
384,0.175,217.663,223.547,124.143,1.000,1.184,0.845,0.929
385,0.088,239.921,226.091,124.127,0.956,1.551,0.645,0.929
386,0.202,209.525,77.997,124.320,0.929,1.608,0.622,0.857
387,0.108,176.899,213.044,124.553,1.000,1.209,0.827,0.889
388,0.088,175.533,231.815,124.771,1.000,1.796,0.557,0.929
389,0.108,175.682,201.260,125.107,1.000,1.150,0.869,0.889
390,0.020,201.981,196.826,125.031,1.000,1.464,0.683,0.857
391,0.182,195.066,215.959,125.202,1.000,1.316,0.760,0.885
392,0.263,203.327,98.195,125.349,0.978,1.114,0.898,0.876
393,0.067,195.978,209.836,125.185,1.000,1.288,0.776,0.909
394,0.047,204.238,226.583,125.192,1.000,1.069,0.936,0.875
395,0.061,185.708,212.224,125.250,1.000,1.000,1.000,1.000
396,0.148,167.865,219.627,125.396,1.000,1.249,0.800,0.957
397,0.094,196.113,198.545,125.455,1.000,1.020,0.981,0.933
398,0.054,190.830,208.501,125.394,0.914,1.605,0.623,0.800
399,0.229,222.362,223.870,125.569,0.994,1.248,0.801,0.919
400,0.067,136.006,242.706,125.562,1.000,1.327,0.753,0.909
401,0.289,136.043,42.177,125.912,1.000,1.153,0.867,0.905
402,0.061,176.767,207.137,125.825,1.000,1.000,1.000,1.000
403,0.195,185.628,91.069,126.011,1.000,1.076,0.929,0.906
404,0.020,198.905,201.366,125.961,1.000,1.464,0.683,0.857
405,0.007,188.080,221.250,125.907,1.000,1.000,1.000,1.000
406,0.727,127.474,40.742,126.396,0.967,1.251,0.799,0.919
407,0.229,180.781,203.910,126.218,0.972,1.218,0.821,0.850
408,0.088,180.634,234.138,126.102,0.922,1.069,0.936,0.788
409,0.141,187.091,106.820,126.329,0.802,1.832,0.546,0.792
410,0.148,198.454,57.682,126.377,1.000,1.176,0.850,0.880
